userName,score,at,content
Yunda Ayu,1,2024-10-02 11:01:50,"Telegram skrg udah gakaya dulu ya? Susah bgt aktivasinya,padahal dulu sangat gamapang, tidak dpt kode verisikasi padahal sinyal bagus. Tolong perbaiki lagi ya telegram masa kalah sama whatsapp yg fitur nya semakin canggih skrg, pengguna telegram udah lama banget makin kesini makin buruk"
Adittia P A Sinabutar,1,2024-10-02 10:30:43,Sangat buruk. Saya mau daftar telegram udah masukkan nomor telepon tapi kode verifikasi tidak ada muncul sama sekali. Dari tahun kemarin sampai tahun ini tidak ada pembaruan atau peningkatan. Dari tahun kemarin sampai tahun ini tetap gitu gitu aja. Lebih baik di hapus saja aplikasinya dr pada tidak bisa digunakan.
Safira indriyani,1,2024-10-02 09:31:37,"saya sudah coba masuk dengan menggunakan nomor, saya sudah menunggu kodenya, lalu mncoba yang telepon namun tetep kodenya tidak masuk. Tolong banget ini telegram di perbaiki lagi, seblumnya saya bisa aja masuk, cumn ko sekarang malah gabisa masuk ya, tolong saya perlu bnget ini, tolong jawab ya"
Misna Ayuni,2,2024-10-02 09:14:19,"Sebenernya saya sangat menyukai aplikasi ini,namun saat saya install apk ini dan kembali login tidak kunjung mendapatkan kode verikasi entah itu dari SMS maupun email,sangat buruk tolong diperbaiki supaya saya bisa masuk kembali ke akun utama saya terimakasih ‼️"
Adhi Alvaro,1,2024-10-02 09:00:41,"Telegram tiba-tiba keluar sendiri, dan login malah gak bisa-bisa terus tulisannya internal eror coba lagi nanti gitu aja terus bikin kesel.."
Muhammad Doni,1,2024-10-02 08:34:54,"Tiba tiba tele keluar dan harus login ulang udah bebrrapa kali kirim permin kirim kode pakai sms tapi gapernah ada smsnya padahal dah coba berkali² sampe instal ulang apk nyoba cek make no lain untuk sms ke nomor yang nyangkut di tele ternyata sms masuk, berartiemang ga kekirim kirim itu kodenya, gimanasi kacau lah"
wisnu wuyung,1,2024-10-02 06:44:28,"Permasalahan ada pada saat konfirmasi kode via SMS, kode itu tidak muncul pada pesan SMS. Jadi tidak bisa konfirmasi. Telegram sekarng buruk"
AbangBG,5,2024-10-02 05:41:58,"Sudah bagus aplikasinya, tp tolong privasikan nomor HP yg terdaftar di telegram, agar orang lain tdk sembarangan masukan nomor ke group yg tdk jelas. Terimakasih."
vanzha Fairus Al awal,1,2024-10-02 05:35:40,"tolong tele akun saya kena hack melalui pishing kalau bisa login konfimasi melalui nomer hp , jangan melalui gmail karena akun saya nomernya masih aktif tapi gmailnya di gantiiii!!!!! Saya kirim pesan lewat gmail dan tele suport tidak ada balasan"
Noval Andrian,1,2024-10-02 04:07:17,Login nya susah sekarang. Tidak dapat kode otpnya sekarang. Apa ini masih tetep gak berfungsi secara normal. Saya minta agar pihak telegram membenahi masalah ini. Dan agar segera mengirimkan kode otp saya trimakasih
Mom and Davin,1,2024-10-02 03:53:21,"Tidak bisa login dan kode verif tidak masuk ke sms padahal nomer nya sudah benar , dicoba berulang kali tetap tidak bisa. Sudah di uninstall dan install ulang tetap tidak bisa , kode tidak masuk masuk. Pilih kode melalui telpon juga tidak ada telpon yang masuk, sangat mengecewakan."
Syahirah Baraqbah,1,2024-10-02 03:39:26,Brp hari lalu telegram kehapus sama ponakan. Pas di download lgi dan di daftar lgi malah gak bisa masuk.. Coba mengirim kode lewat sms tpi gak ada sms yg masuk dari telegram.. Berkali-kali dicoba tapi tetap gak bisa masuk
Taufan S. Hagabean Rambe,1,2024-10-02 03:12:55,"Aplikasi yang sangat buruk. Saya tidak bisa regis di telegram dikarenakan code registrasi telah dikirmkan ke kontak dengan nomor yang saya daftarkan, padahal nomor tersebut merupakan nomor baru saya dan saya belum pernah sebelumnya registrasi ke telegram menggunakan nomor tersebut."
Erinda Fazila Safitri,1,2024-10-02 03:11:05,"Kode otp tidak bisa masuk, sampai sekarang belum bisa log in, sudah saya email ke telegram sama saja nggak bisa. Mohon bantuannya karena akun saya sekarang kena hack. Butuh login lagi, tapi saya tidak mendapatkan kode verifikasi. Baik melalui telepon, SMS. Saat mau login juga nggak ada opsi Gmail. Udah ditunggu beberapa hari tetap tidak dikirim. Mohon bantuannya. Terimakasih"
Medan Camp,1,2024-10-02 02:39:28,"Mau LOGIN aja susah. Aplikasi apaan ini, batu juga mau daftar tidak menerima kode dengan alasan kode dikirim ke device lain. Cacat x aplikasinya. Macem betul aja kalian. Sampah.."
Alfi Safira Fitri,1,2024-10-02 02:37:35,"Bener² kecewa sekali, saya berkali² login ga dapat kode verifikasi lewat SMS dan call. Padahal nomor sudah benar. Tulisannya tetep unable SMS. Kenapa yaa? Mohon segera diperbaiki. Saya sedang sangat butuh masuk telegram untuk grup CPNS saya 😭😭😭"
Taqim cb siluman,1,2024-10-02 01:45:30,"Akun telegram saya kena hack, mau masuk gak bisa, sudah coba report lewat browser ke telegram suport tp gak ada solusi sama sekali."
FIRDA Afifah,1,2024-10-02 01:07:58,"Susah bgt loginnya, padahal nomer masih aktif, jaringan lancar, udah bener masukin nomornya tapi ga dapet sms untuk verifikasi. Udah coba beberapa hari tetap gabisa login😪"
Kang Madin,1,2024-10-01 21:27:24,"Saya kecewa dengan aplikasi telegram kenapa tidak bisa mengirim kode verifikasi, sudah coba dengan beberapa no ponsel, dan beberapa hp. Tetap aja tidak bisa tidak mengirim kode verifikasi. Saya kecewa dengan aplikasi telegram sangat jelek"
Marsyaaca,1,2024-10-01 16:43:49,"di belain beli nomer baru tetep aja pas login kodenya malah di kirim ke perangkat lain, padahal ga pernah login, please kalau buat alasan keamanan ga gini juga, tiba tiba banget jadi susah login, tolong dong telegram udah bener lewat sms/tlpn jangan di ubah ubah lagi cara kirim kode nya"
Aprlyiaaa,3,2024-10-01 14:58:16,"Ini gimana sih apk tele nya?! Saya ganti hape mau masuk lagi ke tele pake nomer yang sama malah gabisa masuk. Ada tulisan mau dikirim kode otp lewat SMS tapi nggak ada masuk blas. Karna gabisa mau minta otp lwt tlfn malah sama aja gabisa tlfn. Saya jadi gabisa masuk tele sampe sekarang?! Kecewa banget ini pdhl bbrp tahun sreg malah jadi gini, udh lama bintang 5 skrg turun bintang 3"
Eka Zulista Sari,1,2024-10-01 11:54:46,"Udah pernah pakek apk ini sebelumnya dan fine2 aja, tp mau login ulang malah nggak bisa, no hp masih aktif tetep nggk dpt kode verifikasi, tolongggggggg dong pihak telegram, lebih professional lagi. Kecewa bgt mana buat kerjaan lagi"
Sukmawati Sukmawati,2,2024-10-01 10:34:55,Kenapa sekarang sering disuruh login si. Setiap tutup aplikasi begitu mau buka aplikasi lagi malah disuruh login lagi. Sudah berkali kali dari tadi seperti itu terus
Nova Yohana,1,2024-10-01 10:13:54,"Yang bener ajaa, nyoba login pake 2 nomor baru ga bisa sama sekali, apalahh mau login malah dipersulit, sekalian aja gausah ditambahin menu login, mending uninstal aja"
Haone,2,2024-10-01 08:40:38,"Ini saya mau login ke telegram gabisa bisa. Ini gimana sih? Saya sudah berulang kali login ke telegram tetap gabisa. Kode verivikasi nya ga dikirim-kirim lewat SMS, sudah berhari-hari tetap mencoba tetep aja ga dapet kode verivikasinya. Saya tap ""hubungi saya untuk sebutkan kode"" juga ga muncul-muncul. Tolong solusinya agar saya bisa mendapatkan kode verifikasi SMS nya 🙏🏻🙏🏻"
adek nindya,1,2024-10-01 08:31:02,"tele sekarang login-nya SANGAT SUSAH. Padahal nomor yang saya beri sudah benar, tetap saja tidak bisa. Saya nunggu notifikasi kode tapi gaada yang masuk. Tolong ya developernya."
ucik Erlinda,1,2024-10-01 07:11:38,"Maaf saya kasi bintang satu, saya udh donload dan mau login gagal"" Trs.. Pemberitauannya akan ada kode yg dikirim lewat sms tp udh ber x x coba sampe waktunya abis ngga ada sms masuk.. Dan sampe sekarang saya blm bisa login😭🙏"
Infinix Smart6,1,2024-10-01 00:08:57,"Apa apaan ini telegram, kode verifikasi nya tidak di kirim kirim, padahal nomor belum terpakai buat telegram, dari kemarin tidak menerima kode nya saya padahal tidak menggunakan VPN,atau DNS. Tolong bantuannya telegram"
Nayshilla Ainur Fitriani,1,2024-09-30 16:24:59,"kenapa pihak telegram seenak nya aja membatasi, komunkkasi dengan kontak saya miliki,dengan alasan spam dll, saya ga pernah spam, akun di pake seperlunya, tiba- tiba aja akun sy di batasiin gitu,saya pake buat usaha, sekarang saya rugi besar atas tindakan pihak telegram. :("
ikah mudrikah,1,2024-09-30 14:22:51,ini kenapa telegram ter logout sendiri yah tiba2 trz skrg sdh 3hr ga bisa log ini... kode verifikasi gak dikirim ke sms sampe udh isi plz sgala krn mikir atau haruz ada plz nya tpi masih belum juga ada kode yg masuk keterangan nya... tolong dong solusi nya😬🤦
Izmatul Zhulfa,2,2024-09-30 13:56:54,"telegram skrg mengecewakan, login akun lama susah sekali, harus kode lewan surel lah, SMS lah. nah pas ngirim di SMS itu bug nya, padahal jaringan bagus, kuota lancar, memo luas, nomer sudah benar tapi tetap tidak menerima kode di-sms, lalu coba lewat telpon, tetap tidak ada yang tlpn. padahal coba login hp teman bisa banget gampang malah. bikin ga mood, mau ngechat orang tersayang aja harus sesusah itu, mana ngelag lg. benerin deh itu bug, banyak yg ga nyaman !!"
Ia Muda,2,2024-09-30 13:08:40,"Yg bener aje, masa gw ngirim video cumn 60mb udah 3 jam g kelar"", padahal sinyal bagus, gara"" ngirim vid di tele, semua apk gw jadi lemot kaya gda sinyal, pdahal sinyal jelas"" bagus, terus pas gw batalin kirim, gw test normal lagi semua, gmna sih anjir, ini wifi gw yg pekok apa telenya 🗿"
Indira Cimut,4,2024-09-30 12:28:19,"Apknya emang bagss banget, tapi saat loginnya agak nyebelin pas bagian kode, udh tls nomor hp dgn benar tp kodenya ga muncul² di notif samsek, di wa atau di massage ga ada, tolong ya diperbaikin bagian login, terimakasih 🙏"
Mawar hitam Lidia,3,2024-09-30 12:20:07,Kenapa ya sekarang dftar tele susah banget 😭 udh Berpa kali coba tapi selalu gagal di bagian akhir nya minta kode nya gak ad panggilan masuk smaa sekali udh di coba berulang gagal trus gak ad kode ny masuk tolong ya admin tele jelas kan
Ris Mayanti,1,2024-09-30 11:09:18,Ini kenapa ya saya tidak bisa login kode verifikasi nya pun tidak ada Saya sudah mengikuti saran2 tetap saja tidak bisa login dan tidak mendapatkan kode padahal di dalam nya banyak file penting bagaimana ini kebijakan nya tolong
Reva nina putri Putri anggraini,2,2024-09-30 08:49:42,"semuanya bagus, tapi untuk menerima kode verifikasi bener"" susah banget, gak kaya dulu yang lewat sms udh kekirim, tapi sekarang susah banget dapet kode verifikasinya, tolong dong lebih di permudah buat login"
Renzo Firansyah,5,2024-09-30 06:10:01,"Aplikasi nya sangat bagus, sedikit saran tolong tambahkan fitur transfer stars ke teman kami,,, bukan gift stars tapi mentransfer Stars kami ke teman kami,,, Contoh kita bisa mentransfer Stars milik kami ke orang tanpa minimal. Tolong tambahkan itu saja, pasti jadi lebih keren 🙏🙏"
ᗅRLγ ᝨႮᝨႮᝨ,5,2024-09-30 05:34:49,Telegram sangat rentan penipuan...sangat sangat sangat mudah sekali Telegram di ambil alih orang lain yg berniat menipu. Hanya sekedar salah ambil informasi kode verifikasi. Telegram seharusnya membuat system keamanan yg baik untuk penggunanya.
Tarna Wijaya,5,2024-09-30 04:52:53,"Bagus, tapi fitur mencari orang sekitar kok tidak ada ya jangan dihapus fitur itu karena fitur itu saya jadi banyak teman seru sekali itu, dan buatkanlah fitur kencan yang fitur² yang seru agar telegram seperti dulu dan penyimpanan cloud dibesarkan sedikit untuk menyimpan foto dan video TERIMAKASIH TELEGRAM🥰"
Wrhm_wij,1,2024-09-30 04:18:21,"Kenapa kode verifikasi gak dikirim2 dihh,, udah nyoba berkali2, nomor juga masih aktif, sinyal lancar tapi gaada kode verif yang masuk ke sms. Niat download karna ngejar info penting yg disharenya cuma di tele, tp telenya malah error begini"
syf naz_,1,2024-09-30 03:10:44,"kenapa begini sihh, udah coba login pakai semua nomor yang aktif tapi tetap saja tidak ada notifikasi SMS untuk kode. sudah pakai email tetapi masih di minta nomor telepon, lain kali kalau misalnya login pakai email, tidak ada lagi login pakai nomor telepon!!!"
Vera Ridia Insani Putri,1,2024-09-30 02:19:43,"Sumpah kesel banget, masa kode verifikasi nya ga ada terus, udah berhari hari nyoba, pdahal ini login loo🙃, udah ada akun nya... Kenapa jadi susah gini si."
Mthars Trll,1,2024-09-30 02:15:23,Saya masih bingung kenapa gak bisa dapet kode verifikasi padahal udah ngelakuin semua yang di saranin telegram tapi semua gak ngaruh sama sekali. Kayaknya kendala nya emng ada di server telegram tolong segera di perbaiki
Sahwahita Athaya Aprilia,1,2024-09-29 22:53:01,"SAYA INGIN LOGIN AKUN TELEGRAM, TETAPI SELALU TIDAK MENDAPATKAN KODE VERIFIKASI. udah dicoba pake nomor yang berbeda tapi tetep aja gabisa. padahal kartu saya baru, dan saya juga gapernah login akun telegram di device manapun. padahal dulu kalo login kode verifikasinya dikirim lewat SMS, telepon, atau email. udah kirim email ke pihak telegram juga tidak ada respon sama sekali. kenapa masalah kecil seperti ini malah dipersulit, saya sangat kecewa. MOHON UNTUK SEGERA PERBAIKI! TERIMA KASIH."
Dva_Official 1,2,2024-09-29 17:54:31,"semakin update telegram makin gajelas pdhl blum pernah ganti nomor sekalipun mau login aja susah, code OTP ngga masuk².lewat telfon buat dapetin code OTP aja gbsa. tolong dong di perbaiki lagi klo gini sama saja merugikan pengguna lain."
Topwan simanjorang,1,2024-09-29 14:54:05,Mau verifikasi aja susah bangettt. Kode OTP nya ga ada masuk melalui SMS meski udh dicoba berkali kali tetap aja gabisa. Sampahhh. Kalo ga ada perbaikan kedepannya pasti banyak yg uninstal apk ini
Farka 0213,1,2024-09-29 14:50:24,"Parah, Mengecewakan. Tiba tiba log out, ketika log in kembali, muncul tulisan nomor anda di blokir.. Padahal tidak melakukan transaksi aneh aneh. Hanya dipakai untuk chat dan bekerja biasa."
Vega Riantika,1,2024-09-29 14:40:14,"Ini telegram baru² ini knp, kok gw gk bs logi acc tele, sama verifikasi lama+SMS verifikasi jg gk terkirim, pdh sebelumnya login gampang² aja, tp ini kok susah bngt si, harap di perbarui lah"
Boy Hamzah,1,2024-09-29 14:01:35,"Aplikasi lawak, mu login juga susahnya minta ampun. Udah pake 2 nomor tetep gak bisa, ampe liat tutor di youtube di lakuin semua tetep gak bisa. Buang"" Waktu login di telegram."
dilzx aja,1,2024-09-29 12:27:16,"aplikasi apaan ini, mau login susah banget, kasik masuk email sama nomor telepon, minta kode di email bisa, tapi minta kode di nomor telpon susah banget, mending tutup aja laahh"
Shakilaaa Putri,2,2024-09-29 11:41:32,"Hi Developer gimana caranya mau login atau bikin akun baru, kode Verifikasinya kenapa tidak masuk terus padahal koneksi aman-aman saja... ada yang bisa bantu ???"
NOV RIZAL,1,2024-09-29 11:18:49,"Login susah,udah di masukin nomor hp kode pun ga dikirim,udah coba berkali"" malah ada bacaan ( Too Many attempts, please try again later. ) mohon dibantu lagi biar mudah masukkk,terima kasih🙏🙏"
deri gilang s,3,2024-09-29 04:55:02,"tolong lah buat pihak telegram, saya pengguna lama cuman tidak pernah top up, begitu saya beli star, di e-money sudah terkirim saldonha sudab berkudang, tapi bacaan di telegram nya malah gada jaringan, terus star nya ga masuk, malasah saldo e-money nya saja yang hilang, mohon bantuannya, terimakasih"
Lorensya Ayu,1,2024-09-29 01:58:52,Buruk banget sih telegram skrg. Mau login aja ga bisa keluar kode OTP nya padahal kartu aktif dan sinyal bagus. Udah dicoba berulang2 tetep gabisa. Buruk banget
Rizky Amelia Puspito Intan,1,2024-09-28 22:24:31,"Beberapa hari TDK buku telegram,sekalinya masuk disuruh masukkan no TLP lagi seperti awal,tapi waktu confirm no kode otp prosesnya lama sekali bahkan tidak dikirim² kodenya..👎👎"
hannii prettieess,1,2024-09-28 18:01:02,"plis kenapa jadi susah banget buat login, padahal jaringan internet / wifi lancar ga ada kendala tp pas mau masukin nomer malah ga ada sms sama sekali. tolong diperbaikin dong kalau ada kendala"
Xylia Njel,1,2024-09-28 14:56:26,"tolong ini gimana si daftar dari 2 hari yang lalu ga bisa bisa, ga ada kiriman kode sms/surel kalo bisa diwa saja kenapa biar lebih cepat.... padahal bagus lo apknya tapi buat login daftar lemot"
Nyimas Sinta Pramita,2,2024-09-28 14:09:37,"Sorry telegram, makin kesini makin rusak ya aplikasinya. Banyak bug bertebaran dan sangat merugikan para pengguna, tolong di perbaiki. Terutama kode OTP yang di kirim untuk nomor Indonesia tidak masuk, tolong segera diperbaiki karena dapat merusak reputasi aplikasi telegram sendiri. Saya tidak membutuhkan saran dengan balasan yang terkesan dibuat tapi tak menyelesaikan masalah di ulasan ini, saya minta aksi perbaikan yang benar benar ditindak lanjuti saya tunggu perbaikan ini sampai esok hari."
RA Intania,1,2024-09-28 13:30:31,"Bintang 1, sumpah mau daftar pake no baru tapi kok kodenya ga masuk"" udah coba berkali-kali loh smpe download ulg tpi masi, udh hubungi pihak telenya tapi gak di respon,kcewa asli smpe beli no 1 lagi masi aja."
paulus gavra,1,2024-09-28 03:56:11,"Kenapa kalau login itu sering ga bisa?? Emang dipersulit apa gimana.... aku udah kirim kode verifikasi beberapa kali tapi notifikasi kodenya itu ga ada dan nomer hpku masih aktif, woi tolong diperbaiki aplikasi telegramnya, kalau orang mau login jangan dipersulit lah, kirim kode verifikasinya bisa dikirim ke sms dihp, aku sangat minta tolong kepada pihak developer telegram untuk segera mengatasi bug login ini. PLEASE FIXED THIS LOGIN BUG!!!!!"
Syifa Nadira,1,2024-09-28 01:20:22,"saya kesusahan untuk login ke akun saya sendiri, padahal nomernya masih aktif trs juga kode nya ga ada dikirim, pas udh nunggu 2 menit saya minta telpon sebutkan kodenya juga ga ada. kenapa ya? sedih bgt pdhl mau kepake akunnya :(((("
WISNU PRASETYA,1,2024-09-27 17:53:56,Tidak bisa menerima kode verifikasi melalui sms atau telepon padahal kartu aktiv dan sinyal bagus tetapi tdak bisa menerima kode verifikasi. Tolong diperbarui lagi biar pengguna tidak kebingungan. Terimakasih
Hafidh Syawaludin,1,2024-09-27 17:26:51,"Saya tidak tahu sekarang apk ini kena apa, tiba tiba akun logout sendiri dan saat login lagi logout lagi dengan sendirinya, mohon dijelaskan ini kenapa dan minta tolong diperbaiki lagi, sekian terimakasih 🙏"
Marlis Haloho,1,2024-09-27 17:11:04,"saya tidak tau masalahnya dimana, tapi kenapa TELEGRAM saya tidak bisa menampilkan pengguna disekitar, sudah 1bulan seperti itu saja, 😔 tolong lah, bagaimana solusinya"
dvdbukan hakiki,2,2024-09-27 15:50:37,"aku sangat menyukai telegram , banyak fiturnya keren akan tetapi tolong buat pihak telegram adakan fitur cara keluar dari grup yang sangat banyak secara bersamaan tangan saya cape keluarinnya , saya kesal dengan mu tolong dengarkan keluh kesah saya please"
Rusdi ruswanto,1,2024-09-27 15:34:30,"makin ga jelas banget telegram, kode nya ga muncul², udh pake 3 no yang berbeda ttp ga ada, dulu ga sesusah ini, tolong di perbaiki ya.."
Mhmdfadilah163,1,2024-09-27 15:02:32,"Dipersulit banget mau log in masukin kode verifikasi lewat email gak bisa, lewat sms gak keluar² terjadi kesalahan melulu try again terus capek"
Cindiana Putri,1,2024-09-27 12:36:46,"tolong dong buat deploper ini mau login kaga bisa padahal pake nomor baru dan belum terkait di telegram. tolong perbaiki lagi agar login mudah, udah di coba berkali kali tetep aja kode nya kaga masuk APK ANEHHH!!!"
armi Cahbagus,1,2024-09-27 11:37:26,"Aplikasi kok susah amat login nya , tau2 logout sendiri mau masuk notifasi otp ya tidak di kirim2 parah . Nuatanya nomer saya bis di telpon dengan nomer lain dan sms dari siapapun bisa hanya tele saja mau login ribet . Dan keuangan sperti dompet walet juga di sana"
Siti Latifah,1,2024-09-27 10:52:50,Saya nggak bisa login di telegram ini SMS yang untuk verifikasi nggak masuk entah sudah berapa lama saya menunggu tapi benar-benar nggak masuk padahal nomor saya masih aktif dan ternyata saat saya lihat di rating aplikasi semuanya juga mengalami hal yang sama seperti saya jadi tolong kerjasamanya ya pihak telegram untuk segera memperbaiki
Adel ll,1,2024-09-27 06:06:43,"Kenapa sekarang loginnya susah,kode verifikasi dikirim via telvon di telenya ada tulisan jangan diangkat, setelah nggak diangkat gak bisa juga di verifikasi pakek sms nungguin dari kemarin GK dapat juga kodenya kecewa udah install"
20_XIRPL1_I Pt Ady Bayu Jelantik,1,2024-09-26 22:30:50,telegram makin lama fitur loginnya makin aneh. masa mau login make nomor baru codenya dikirim ke perangkat lain bukannya dikirim ke pesan nomor yang dipake? aneh bener
Aku SA,5,2024-09-26 19:44:30,"Saran buat pengembang, untuk memudahkan transaksi di wallet sebaiknya biaya pertukaran atau pengiriman dalam transaksi di wallet di potong dari aset yang akan di transaksi kan baik itu pada pengiriman aset atau pertukaran. Ex. Koin ( iiiiiii ) jadi Ton atau usdt biaya dipotong dari jumlah yang akan di terima sesuai konversi harga. Hal ini penting guna mempermudah transaksi tanpa harus deposit lagi bila ton di wallet tidak ada."
Sinang Pandji,1,2024-09-26 17:29:57,"bisa membedakan mana yang salah dan mana yang benar ngak , jangan asal membatas i akun soalnya saya tidak merasa melakukan apapun atau chat. TELEGRAM asal membatasi tanpa mikir mana yang salah dan mana yang bner sangat kecewa saya"
Tommy Saputro Karsina,1,2024-09-26 16:50:17,"Sudah masukan nomor hp, tapi tidak dapat kode otp. Giliran saya dapat otp, kodenya tidak bisa. Saya log in ulang malah tertolak alasannya sudah banyak mencoba masuk. Gak jelasss. Kode otpnya gak masuk ke sms sama sekali"
Outrunning Karma,1,2024-09-26 16:07:28,"tolong di perbaiki error yang terjadi saat ini kalau tidak aku tidak akan mengubah bintang 1 ini menjadi bintang 5 tolong lah aku ingin mendaftar di telegram malah menjadi susah, kalau sudah tidak error akan aku ubah bintang 1 ini menjadi bintang 5, aplikasi sampah apalah yang buat ini gajelas banget login aja susah dibuat bertele tele, cuma mau login nyari temen malah dibuat susah aneh aneh, aplikasi sampah banget"
Inahdf,2,2024-09-26 15:56:05,"Ini telegram gabisa login tuh kenapa sih Padahal nomornya udah bener, keterangannya terjadi kesalahan internal mulu, sekalinya bisa kodenya gak masuk, tolong dong"
Nindy FauziaY,2,2024-09-26 13:11:45,"sekarang jadi jelek banget telegram, mau bikin akun tapi kode verifikasi nya ga muncul², minta bantuan kaga di respon, padahal no hp masih aktif. jadi males main telegram 🤣"
Rama Rifkiansyah,1,2024-09-26 12:05:25,"aplikasi aneh saldo ada di wallet telegram malah wallet nya gagal verifikasi jadi hangus saldonya dasar aplikasi aneh,rusak,gak niat,kalo bikin aplikasi itu permudah malah bikin stress dasar developer gak ada rasa tanggung jawab"
레레yohana,1,2024-09-26 08:21:25,"mau log in nya susah banget. padahal sebelum nya telegram gak gini tolong perbaiki lagi, banyak berkas penting tersimpan disitu kalau tiba² log out dan gal bisa log in jelas pengguna merasa di rugikan 🙏🙏"
rena nay,3,2024-09-26 05:26:50,"Gak bisa login,udah di apus dan uninstall tetep gak bisa,gak ada notifikasi otp yang masuk ke tlp ataupun sms,tolong donk dibenerin"
Lola Priscilla,1,2024-09-26 05:17:43,"nomor saya masih baru tapi tidak bisa login telegram ( tidak bisa mendapatkan sms ), disuruh periksa device lain telegram tapi akunnya aja belum ada, udah ngehubungin email pihak telegram belum ada balasan sama sekali, kenapa ya ini?"
RIFKI RIJAL HAPRIAWAN,1,2024-09-26 01:21:40,Aplikasi apaan ini . Login aja dipersusah Perbaiki lagi lah katanya kode dikirim lewat SMS tapi gak ada sama sekali yang datang udah nunggu lama banget ga bisa bisa
Arif Agustian,1,2024-09-25 22:04:13,"Kartu SD Lambat tidak bisa dipakai, padahal dipake hal tetap bisa dan lancar gak ada kendala . menyebalkannya lagi harus di format dulu kalo mau dipake lagi. Sebal emang apalagi kalo dah banyak download sampa puluhan giga padahal memori belum sampe 50% juga. Akhirnya harus format lagi anjir"
Ade Aam (saeran),3,2024-09-25 19:06:34,"Aplikasi global dengan menjadi sarana jembatan coin digital crypto dan airdrop dunia. Tapi kelemahannya masih ketergantungan dengan aplikasi android webview yang menurut saya aplikasi android webview ini sangat taik sekali gak bisa menghandle telegram secara konstan,. Seharusnya Telegram lebih ringan lagi dan bisa dipasang di HP RAM 2GB ke atas dengan jaringan cepat."
ririn rifka,3,2024-09-25 14:25:15,"Tolong telegram diperbaiki lagi yaa.... Karena mau log in lama plus gabisa terima kode dari SMS padahal udah ada pulsa tetep juga gabisa terima kode nya. Kalau gak gitu kirim lewat WA aja biar memudahkan yg lain juga ini bener"" sumpah aku mau les bisnis gabisa log in loh...."
Reyhan Vlog (Rey),5,2024-09-25 02:47:27,Saya suka aplikasi nya lebih privat grup juga lebih banyak bisa anggotanya banyak chaneell nya juga bisa buat nyari link dan video film dan sebagainya apalagi sekarang bisa post status.
Sakburkibo Sakbur,1,2024-09-24 13:22:17,"tolonglah telegram masa iya nomer baru gabisa di pake ga bisa dapet kode verifikasi, udh beli 2 kartu baru terus coba login masih aja tetep gabisa dapet kode aneh banget telegram sekarang. tolonglah udh minta bantuan lewat email tetep aja ga dapet balesan"
Restudeniska yovitania_08,1,2024-09-24 11:54:05,"sistem telegram sekarang gajelass, tiba tiba akun hilang sendiri, padahal banyak banget hal penting disitu, tolong di perbaiki lagi min"
Wildan Nur Walid,2,2024-09-24 05:19:57,"Saya sudah mengaktifkan opsi (Perlihatkan Konten 18+) tapi mengapa saya masih mendapatkat informasi ""Tidak tersedia"" saat membuka channel, tolong di perbaiki."
Joko Irianto,1,2024-09-23 13:47:22,"Kenapa saya tidak bisa daftar telegram ya? Liat dari temen, dia daftar pke no TLP langsung dpt no.verifikasi. klau apk sya hrus pke email dan setelah dapat no verifikasi nya serta di masukan no verifikasi nya, langsung muncul keselahan internal dan mhon coba lgi. Setalah di coba langsung tidak bisa. Mhon admin bisa bantu."
Dania Sisilia,1,2024-09-23 12:00:28,"ada bug yg perlu di tangani, satu saat ganti profil itu terkadang profil jadi blur ga jelas harus download ulang telegram biar normal, kalaupun di hapus foto nya pun gabisaa itu bikin kesel"
Ryan Vanhellen,1,2024-09-23 09:06:53,"Sangat mengecewakan sekarang, fitur pengguna sekitar dihilangkan,apalagi ada notif 1 yg di cari gak ada di chat ataupun di grub wah menyebalkan notifnya gak hilang walau di restart hp nya."
Intan Nur Fitriani,3,2024-09-23 08:31:37,"bisa tolong di ubah ga?? saat ingin ke fitur ""foto profil"" lalu ke ""jangan bagikan dengan"", saya sempat ngehide seseorang disitu, tapi saat saya ingin membuka akun orang tersebut malah muncul tanda ""×"", saya tidak tau id dia apa, apakah bisa di hilangin tanda ""×"" nya???"
Mela Dwi hastiani,1,2024-09-23 07:34:15,"Maaf ya kasih bintang 1 dulu soalnya gak bisa login sama sekali, padahal sinyal lancar dan udah masukin nomer dengan benar dan jelas tapi masih aja gak bisa apa ini bug ya tlong diperbaiki lagi"
Rian Fernando Soemowinoto,1,2024-09-23 06:24:28,"Buruk sekali pada saat Download di telegram ini, padahal jaringan stabil, dan membuka aplikasi yang lain sangat cepat, tapi pada saat Download di telegram sangat lambat, dan buruk. Tolong perbaiki lagi fitur ini."
Husein Rabbani,1,2024-09-23 00:54:18,"Telegram ayo dong ini kenapa si gak bisa login udah 3x download gak bisa terus, ada masalah internal apa ya sampai gak bisa login padahal udh masukin kode verifikasi."
Qonita Arfadhiya,1,2024-09-22 13:56:57,"Tolong admin, hilangkan itu fitur geser kanan kiri yg bikin nomer pada hilang. Apa gak bisa pakai cara lain atau tanya konfirmasi dulu, jgn kegeser gak sengaja pada hilang. Bikin emosi aja !"
